1	0	4832
1	1328947	4943
1	2030808	7170
1	3068487	4708
1	3624793	4579
1	4175949	4948
1	4792584	6327
1	5668345	7006
1	6784893	5735
1	7769756	3340
1	8344217	4566
1	9271387	4288
1	10016070	4571
1	10796700	4756
1	11613405	3925
1	12221321	4961
1	12947630	4493
1	13825129	10056
1	15220530	4878
1	16008857	4804
1	16973029	4976
1	17697924	4669
1	18378533	4253
1	18956736	4701
1	19679612	4926
1	20508211	4987
1	21428017	4884
1	22144019	4856
1	22965388	4829
1	24008569	4702
1	24844374	4904
1	25871303	4934
1	26981025	4985
1	28088746	4972
1	29147044	4809
1	29905407	3589
1	30411688	4588
1	31108673	4715
1	31987084	6851
1	33512793	4645
1	34277342	4896
1	35146485	4922
1	36305407	4830
1	37161684	4971
1	38046844	4995
1	38941849	4609
1	39817510	4933
1	40665707	4838
1	41484723	4820
1	42422628	4990
1	43363253	4846
1	44355310	4991
1	45306259	4738
1	46316826	4350
1	47050801	3715
1	47703433	4622
1	48497786	6514
1	50023963	4618
1	51158521	4726
1	52090766	4814
1	53051753	4961
1	53889884	4559
1	54639242	4837
1	55398670	3509
1	55945024	6175
1	56918271	9677
1	58546852	4365
1	59289690	7383
1	60640541	4618
1	61462843	4538
1	62212378	4729
1	63079081	3158
1	63660295	4038
1	64384509	4165
1	65232195	3115
1	65761402	3425
1	66374629	4014
1	67054149	3659
1	67688388	4888
1	68538677	4506
1	69435459	4827
1	70385389	3739
1	71047858	5574
1	72282784	4765
1	73191905	3847
1	73883872	4183
1	74766728	7720
1	76066278	4332
1	76779317	4919
1	77683469	4961
1	78646195	4320
1	79324913	4944
1	80093287	3802
1	80646838	4206
1	81252146	6283
1	82261183	5384
1	83166865	4994
1	83999200	4838
1	84893263	4680
1	85708483	4835
1	86456608	4930
1	87348973	3112
1	87905764	4713
1	88836305	3154
1	89426293	4189
1	90253609	3965
1	91022322	4035
1	91644132	4141
1	92486926	4993
1	93554711	4904
1	94518716	4754
1	95278990	4183
1	96022930	4756
1	96823788	5964
1	97921099	4807
1	98760550	4380
1	99464826	4873
1	100332667	4726
1	101271413	4135
1	101787622	4168
1	102389680	4812
1	103108546	5867
1	104226728	9240
1	105434871	4336
1	106124614	4434
1	106838217	3434
1	107505498	4744
1	108337903	4839
1	109275800	4816
1	110202252	4702
1	111041975	4529
1	111768066	4053
1	112463506	3672
1	113199308	4619
1	114153969	4718
1	114995420	4637
1	115698274	4893
1	116571089	4954
1	117549972	3718
1	118264539	4434
1	119001455	4971
1	119910663	4313
1	121571942	4828
1	143572884	4989
1	145885916	4620
1	147172600	4790
1	147842409	4855
1	149357662	4962
1	150720938	4947
1	151853747	4989
1	152885097	4859
1	153718397	3929
1	154628049	4651
1	155739060	4814
1	156800867	3059
1	157283118	4232
1	157949121	4990
1	158700702	4030
1	159308274	4466
1	159984800	4849
1	160828311	4861
1	161632013	4897
1	162446616	3733
1	163076852	4508
1	163769741	3597
1	164357414	3595
1	164980187	4984
1	165710018	4985
1	166580755	4185
1	167220562	4317
1	167914265	4744
1	168729314	4725
1	169487036	7620
1	170739469	6638
1	171825009	4580
1	172749552	6086
1	174090524	4580
1	175045698	4413
1	175743820	3524
1	176368451	4668
1	177366322	4366
1	178094034	4854
1	179098073	4835
1	179836174	4356
1	180566568	3683
1	181238654	4879
1	182090162	4804
1	182982368	3769
1	183635807	4325
1	184386754	4712
1	185335089	4937
1	186190999	4517
1	186989031	4316
1	187708948	3473
1	188242728	4898
1	188887484	4761
1	189666306	4851
1	190494347	4498
1	191228517	4085
1	192011310	4694
1	192876035	4825
1	193757317	6667
1	194719286	8249
1	196061123	4942
1	197067317	3452
1	197935528	4772
1	198757333	3316
1	199393357	3966
1	200008657	4866
1	200874228	4519
1	201534834	4664
1	202342030	4950
1	203273691	4961
1	204152053	3370
1	204728156	4862
1	205532843	4738
1	206497778	4904
1	207489945	4390
1	208255426	4797
1	209001526	10068
1	210676346	4977
1	211492967	4636
1	212239027	4698
1	213015876	3980
1	213794637	4388
1	214552499	5934
1	215621857	4629
1	216423446	4318
1	217137805	4907
1	217920854	3710
1	218541949	4567
1	219273437	4774
1	220090512	4204
1	220885109	3689
1	221550693	4971
1	222387484	4505
1	223188204	4945
1	224162097	3033
1	224773391	4827
1	225653192	7126
1	226987595	4969
1	227706749	4740
1	228512355	4917
1	229410817	4690
1	230282174	4919
1	230978925	3084
1	231476338	4318
1	232222224	4690
1	232918068	4939
1	233672562	4728
1	234384099	4648
1	235128986	4873
1	236065212	6958
1	237004468	5520
1	237834038	3611
